W			i		j		T
1.200000		11		31		1.101545
1.200000		11		32		0.925909
1.200000		11		33		0.773089
1.200000		11		34		0.639320
1.200000		11		35		0.521307
1.200000		11		36		0.416143
1.200000		11		37		0.321236
1.200000		11		38		0.234246
1.200000		11		39		0.153029
1.200000		11		40		0.075584
1.200000		11		41		0.000000
number of iterations is 396

W			i		j		T
1.300000		11		1		100.000000
1.300000		11		2		90.000763
1.300000		11		3		80.250488
1.300000		11		4		70.966331
1.300000		11		5		62.312172
1.300000		11		6		54.391190
1.300000		11		7		47.250290
1.300000		11		8		40.891022
1.300000		11		9		35.282524
1.300000		11		10		30.373436
1.300000		11		11		26.101515
1.300000		11		12		22.400537
1.300000		11		13		19.204943
1.300000		11		14		16.452673
1.300000		11		15		14.086678
1.300000		11		16		12.055573
1.300000		11		17		10.313738
1.300000		11		18		8.821074
1.300000		11		19		7.542599
1.300000		11		20		6.447954
1.300000		11		21		5.510899
1.300000		11		22		4.708804
1.300000		11		23		4.022202
1.300000		11		24		3.434367
1.300000		11		25		2.930933
1.300000		11		26		2.499575
1.300000		11		27		2.129714
1.300000		11		28		1.812271
1.300000		11		29		1.539444
1.300000		11		30		1.304525
1.300000		11		31		1.101735
1.300000		11		32		0.926084
1.300000		11		33		0.773246
1.300000		11		34		0.639460
1.300000		11		35		0.521428
1.300000		11		36		0.416245
1.300000		11		37		0.321317
1.300000		11		38		0.234307
1.300000		11		39		0.153070
1.300000		11		40		0.075604
1.300000		11		41		0.000000
number of iterations is 325

W			i		j		T
1.400000		11		1		100.000000
1.400000		11		2		90.000778
1.400000		11		3		80.250519
1.400000		11		4		70.966385
1.400000		11		5		62.312237
1.400000		11		6		54.391281
1.400000		11		7		47.250408
1.400000		11		8		40.891159
1.400000		11		9		35.282665
1.400000		11		10		30.373596
1.400000		11		11		26.101688
1.400000		11		12		22.400719
1.400000		11		13		19.205139
1.400000		11		14		16.452877
1.400000		11		15		14.086889
1.400000		11		16		12.055793
1.400000		11		17		10.313963
1.400000		11		18		8.821302
1.400000		11		19		7.542830
1.400000		11		20		6.448190
1.400000		11		21		5.511133
1.400000		11		22		4.709037
1.400000		11		23		4.022433
1.400000		11		24		3.434592
1.400000		11		25		2.931153
1.400000		11		26		2.499788
1.400000		11		27		2.129920
1.400000		11		28		1.812466
1.400000		11		29		1.539628
1.400000		11		30		1.304698
1.400000		11		31		1.101895
1.400000		11		32		0.926230
1.400000		11		33		0.773378
1.400000		11		34		0.639576
1.400000		11		35		0.521529
1.400000		11		36		0.416329
1.400000		11		37		0.321385
1.400000		11		38		0.234359
1.400000		11		39		0.153105
1.400000		11		40		0.075621
1.400000		11		41		0.000000
number of iterations is 262

W			i		j		T
1.500000		11		1		100.000000
1.500000		11		2		90.000778
1.500000		11		3		80.250534
1.500000		11		4		70.966400
1.500000		11		5		62.312260
1.500000		11		6		54.391327
1.500000		11		7		47.250458
1.500000		11		8		40.891220
1.500000		11		9		35.282753
1.500000		11		10		30.373695
1.500000		11		11		26.101795
1.500000		11		12		22.400841
1.500000		11		13		19.205269
1.500000		11		14		16.453018
1.500000		11		15		14.087035
1.500000		11		16		12.055943
1.500000		11		17		10.314117
1.500000		11		18		8.821463
1.500000		11		19		7.542994
1.500000		11		20		6.448355
1.500000		11		21		5.511299
1.500000		11		22		4.709203
1.500000		11		23		4.022598
1.500000		11		24		3.434756
1.500000		11		25		2.931313
1.500000		11		26		2.499943
1.500000		11		27		2.130069
1.500000		11		28		1.812609
1.500000		11		29		1.539764
1.500000		11		30		1.304825
1.500000		11		31		1.102013
1.500000		11		32		0.926338
1.500000		11		33		0.773476
1.500000		11		34		0.639663
1.500000		11		35		0.521604
1.500000		11		36		0.416392
1.500000		11		37		0.321436
1.500000		11		38		0.234397
1.500000		11		39		0.153130
1.500000		11		40		0.075634
1.500000		11		41		0.000000
number of iterations is 204

W			i		j		T
1.600000		11		1		100.000000
1.600000		11		2		90.000793
1.600000		11		3		80.250580
1.600000		11		4		70.966476
1.600000		11		5		62.312359
1.600000		11		6		54.391430
1.600000		11		7		47.250580
1.600000		11		8		40.891357
1.600000		11		9		35.282894
1.600000		11		10		30.373852
1.600000		11		11		26.101967
1.600000		11		12		22.401022
1.600000		11		13		19.205460
1.600000		11		14		16.453217
1.600000		11		15		14.087241
1.600000		11		16		12.056158
1.600000		11		17		10.314337
1.600000		11		18		8.821683
1.600000		11		19		7.543217
1.600000		11		20		6.448577
1.600000		11		21		5.511519
1.600000		11		22		4.709422
1.600000		11		23		4.022812
1.600000		11		24		3.434964
1.600000		11		25		2.931514
1.600000		11		26		2.500137
1.600000		11		27		2.130254
1.600000		11		28		1.812784
1.600000		11		29		1.539928
1.600000		11		30		1.304978
1.600000		11		31		1.102154
1.600000		11		32		0.926466
1.600000		11		33		0.773590
1.600000		11		34		0.639763
1.600000		11		35		0.521690
1.600000		11		36		0.416464
1.600000		11		37		0.321493
1.600000		11		38		0.234439
1.600000		11		39		0.153158
1.600000		11		40		0.075648
1.600000		11		41		0.000000
number of iterations is 153

W			i		j		T
1.700000		11		1		100.000000
1.700000		11		2		90.000809
1.700000		11		3		80.250580
1.700000		11		4		70.966499
1.700000		11		5		62.312397
1.700000		11		6		54.391483
1.700000		11		7		47.250641
1.700000		11		8		40.891434
1.700000		11		9		35.282990
1.700000		11		10		30.373953
1.700000		11		11		26.102079
1.700000		11		12		22.401142
1.700000		11		13		19.205585
1.700000		11		14		16.453354
1.700000		11		15		14.087389
1.700000		11		16		12.056308
1.700000		11		17		10.314494
1.700000		11		18		8.821846
1.700000		11		19		7.543381
1.700000		11		20		6.448740
1.700000		11		21		5.511683
1.700000		11		22		4.709582
1.700000		11		23		4.022969
1.700000		11		24		3.435117
1.700000		11		25		2.931664
1.700000		11		26		2.500279
1.700000		11		27		2.130389
1.700000		11		28		1.812912
1.700000		11		29		1.540048
1.700000		11		30		1.305089
1.700000		11		31		1.102255
1.700000		11		32		0.926557
1.700000		11		33		0.773672
1.700000		11		34		0.639834
1.700000		11		35		0.521751
1.700000		11		36		0.416514
1.700000		11		37		0.321533
1.700000		11		38		0.234469
1.700000		11		39		0.153178
1.700000		11		40		0.075658
1.700000		11		41		0.000000
number of iterations is 102

W			i		j		T
1.800000		11		1		100.000000
1.800000		11		2		90.000816
1.800000		11		3		80.250618
1.800000		11		4		70.966522
1.800000		11		5		62.312405
1.800000		11		6		54.391502
1.800000		11		7		47.250717
1.800000		11		8		40.891563
1.800000		11		9		35.283131
1.800000		11		10		30.374109
1.800000		11		11		26.102266
1.800000		11		12		22.401363
1.800000		11		13		19.205828
1.800000		11		14		16.453590
1.800000		11		15		14.087594
1.800000		11		16		12.056552
1.800000		11		17		10.314741
1.800000		11		18		8.822079
1.800000		11		19		7.543614
1.800000		11		20		6.448962
1.800000		11		21		5.511897
1.800000		11		22		4.709782
1.800000		11		23		4.023159
1.800000		11		24		3.435294
1.800000		11		25		2.931835
1.800000		11		26		2.500442
1.800000		11		27		2.130534
1.800000		11		28		1.813041
1.800000		11		29		1.540166
1.800000		11		30		1.305195
1.800000		11		31		1.102348
1.800000		11		32		0.926639
1.800000		11		33		0.773742
1.800000		11		34		0.639894
1.800000		11		35		0.521801
1.800000		11		36		0.416555
1.800000		11		37		0.321564
1.800000		11		38		0.234491
1.800000		11		39		0.153192
1.800000		11		40		0.075664
1.800000		11		41		0.000000
number of iterations is 56

W			i		j		T
1.900000		11		1		100.000000
1.900000		11		2		90.000877
1.900000		11		3		80.250710
1.900000		11		4		70.966690
1.900000		11		5		62.312672
1.900000		11		6		54.391777
1.900000		11		7		47.250946
1.900000		11		8		40.891724
1.900000		11		9		35.283279
1.900000		11		10		30.374235
1.900000		11		11		26.102358
1.900000		11		12		22.401409
1.900000		11		13		19.205860
1.900000		11		14		16.453651
1.900000		11		15		14.087687
1.900000		11		16		12.056589
1.900000		11		17		10.314775
1.900000		11		18		8.822125
1.900000		11		19		7.543660
1.900000		11		20		6.449022
1.900000		11		21		5.511938
1.900000		11		22		4.709803
1.900000		11		23		4.023196
